Index,Fiscal_Week_ID,Store_ID,Item_ID,Price,Item_Quantity,Sales_Amount_No_Discount,Sales_Amount,Competition_Price
49,2019-11,store_601,item_526,134.45,436,4704.89,10980.31,231.21
50,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,206.44
51,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,158.01
52,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,278.03
53,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,222.66
54,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,195.32
55,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,108.75
56,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,219.64
57,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,100.11
58,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,86.1
59,2019-11,store_458,item_526,134.13,435,4558.87,11168.1,231.21
60,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,206.44
61,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,158.01
62,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,278.03
63,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,222.66
64,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,195.32
65,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,108.75
66,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,219.64
67,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,100.11
68,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,86.1
69,2019-11,store_162,item_526,134.78,428,4649.21,11447.38,231.21
70,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,206.44
71,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,158.01
72,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,278.03
73,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,222.66
74,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,195.32
75,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,108.75
76,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,219.64
77,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,100.11
78,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,86.1
79,2019-11,store_30,item_526,132.66,462,4518.48,10847.7,231.21
80,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,206.44
81,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,158.01
82,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,278.03
83,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,222.66
84,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,195.32
85,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,108.75
86,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,219.64
87,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,100.11
88,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,86.1
89,2019-11,store_594,item_526,131.37,435,4667.33,10830.14,231.21
90,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,206.44
91,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,158.01
92,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,278.03
93,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,222.66
94,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,195.32
95,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,108.75
96,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,219.64
97,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,100.11
98,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,86.1
99,2019-11,store_197,item_526,128.61,452,4592.87,11403.42,231.21
100,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,308.55
101,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,81.8
102,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,58.63
103,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,284.16
104,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,238.56
105,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,68.25
106,2019-11,store_459,item_741,278.99,384,5040.08,13896.08,248.48
107,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,308.55
108,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,81.8
109,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,58.63
110,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,284.16
111,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,238.56
112,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,68.25
113,2019-11,store_709,item_741,266.94,360,5493.77,14479.3,248.48
114,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,308.55
115,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,81.8
116,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,58.63
117,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,284.16
118,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,238.56
119,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,68.25
120,2019-11,store_442,item_741,274.64,374,5239.23,13382.7,248.48
121,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,308.55
122,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,81.8
123,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,58.63
124,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,284.16
125,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,238.56
126,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,68.25
127,2019-11,store_136,item_741,275.9,372,5405.48,13177.34,248.48
128,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,308.55
129,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,81.8
130,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,58.63
131,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,284.16
132,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,238.56
133,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,68.25
134,2019-11,store_601,item_741,274.74,373,5130.51,14335.5,248.48
135,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,308.55
136,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,81.8
137,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,58.63
138,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,284.16
139,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,238.56
140,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,68.25
141,2019-11,store_458,item_741,280.67,396,5069.84,13208.83,248.48
142,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,308.55
143,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,81.8
144,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,58.63
145,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,284.16
146,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,238.56
147,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,68.25
148,2019-11,store_162,item_741,274.58,375,5257.46,13465.43,248.48
149,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,308.55
150,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,81.8
151,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,58.63
152,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,284.16
153,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,238.56
154,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,68.25
155,2019-11,store_30,item_741,271.67,391,5161.84,13175.57,248.48
156,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,308.55
157,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,81.8
158,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,58.63
159,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,284.16
160,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,238.56
161,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,68.25
162,2019-11,store_594,item_741,281.58,370,5453.7,13966.34,248.48
163,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,308.55
164,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,81.8
165,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,58.63
166,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,284.16
167,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,238.56
168,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,68.25
169,2019-11,store_197,item_741,283.52,377,5407.5,13723.73,248.48
170,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,141.98
171,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,299.28
172,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,263.24
173,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,236.36
174,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,147.54
175,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,166.81
176,2019-11,store_459,item_441,249.81,356,6933.46,13569.4,212.38
177,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,141.98
178,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,299.28
179,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,263.24
180,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,236.36
181,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,147.54
182,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,166.81
183,2019-11,store_709,item_441,233.77,356,6980.76,13450.61,212.38
184,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,141.98
185,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,299.28
186,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,263.24
187,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,236.36
188,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,147.54
189,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,166.81
190,2019-11,store_442,item_441,246.87,351,6418.31,13290.44,212.38
191,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,141.98
192,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,299.28
193,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,263.24
194,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,236.36
195,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,147.54
196,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,166.81
197,2019-11,store_136,item_441,238.68,331,6556.89,12515.89,212.38
198,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,141.98
199,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,299.28
200,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,263.24
201,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,236.36
202,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,147.54
203,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,166.81
204,2019-11,store_601,item_441,239.19,353,6490.68,12896.29,212.38
205,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,141.98
206,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,299.28
207,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,263.24
208,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,236.36
209,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,147.54
210,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,166.81
211,2019-11,store_458,item_441,251.26,331,6706.98,13577.22,212.38
212,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,141.98
213,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,299.28
214,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,263.24
215,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,236.36
216,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,147.54
217,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,166.81
218,2019-11,store_162,item_441,239.39,349,6978.94,13357.8,212.38
219,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,141.98
220,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,299.28
221,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,263.24
222,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,236.36
223,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,147.54
224,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,166.81
225,2019-11,store_30,item_441,250.02,355,6338.91,12956.44,212.38
226,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,141.98
227,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,299.28
228,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,263.24
229,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,236.36
230,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,147.54
231,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,166.81
232,2019-11,store_594,item_441,248.91,343,6321.27,13109.09,212.38
233,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,141.98
234,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,299.28
235,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,263.24
236,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,236.36
237,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,147.54
238,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,166.81
239,2019-11,store_197,item_441,244.52,348,6439.54,12455.33,212.38
240,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,212.23
241,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,132.92
242,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,289.57
243,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,58.72
244,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,174.05
245,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,269.67
246,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,90.17
247,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,287.17
248,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,118.56
249,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,278.84
250,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,268.08
251,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,68.13
252,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,185.62
253,2019-11,store_459,item_294,174.31,424,5748.53,9078.36,124.22
254,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,212.23
255,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,132.92
256,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,289.57
257,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,58.72
258,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,174.05
259,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,269.67
260,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,90.17
261,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,287.17
262,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,118.56
263,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,278.84
264,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,268.08
265,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,68.13
266,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,185.62
267,2019-11,store_709,item_294,165.15,450,5234.02,8899.36,124.22
268,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,212.23
269,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,132.92
270,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,289.57
271,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,58.72
272,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,174.05
273,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,269.67
274,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,90.17
275,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,287.17
276,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,118.56
277,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,278.84
278,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,268.08
279,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,68.13
280,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,185.62
281,2019-11,store_442,item_294,169.72,448,5491.25,8733.9,124.22
282,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,212.23
283,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,132.92
284,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,289.57
285,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,58.72
286,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,174.05
287,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,269.67
288,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,90.17
289,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,287.17
290,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,118.56
291,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,278.84
292,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,268.08
293,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,68.13
294,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,185.62
295,2019-11,store_136,item_294,172.59,435,5623.33,8415.35,124.22
296,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,212.23
297,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,132.92
298,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,289.57
299,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,58.72
300,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,174.05
301,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,269.67
302,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,90.17
303,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,287.17
304,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,118.56
305,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,278.84
306,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,268.08
307,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,68.13
308,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,185.62
309,2019-11,store_601,item_294,168.37,463,5731.42,8575.74,124.22
310,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,212.23
311,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,132.92
312,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,289.57
313,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,58.72
314,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,174.05
315,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,269.67
316,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,90.17
317,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,287.17
318,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,118.56
319,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,278.84
320,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,268.08
321,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,68.13
322,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,185.62
323,2019-11,store_458,item_294,161.14,441,5459.97,8886.76,124.22
324,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,212.23
325,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,132.92
326,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,289.57
327,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,58.72
328,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,174.05
329,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,269.67
330,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,90.17
331,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,287.17
332,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,118.56
333,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,278.84
334,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,268.08
335,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,68.13
336,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,185.62
337,2019-11,store_162,item_294,161.23,452,5345.33,8930.99,124.22
338,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,212.23
339,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,132.92
340,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,289.57
341,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,58.72
342,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,174.05
343,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,269.67
344,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,90.17
345,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,287.17
346,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,118.56
347,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,278.84
348,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,268.08
349,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,68.13
350,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,185.62
351,2019-11,store_30,item_294,161.17,427,5323.49,8448.84,124.22
352,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,212.23
353,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,132.92
354,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,289.57
355,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,58.72
356,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,174.05
357,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,269.67
358,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,90.17
359,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,287.17
360,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,118.56
361,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,278.84
362,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,268.08
363,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,68.13
364,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,185.62
365,2019-11,store_594,item_294,161.02,443,5654.99,8613.64,124.22
366,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,212.23
367,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,132.92
368,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,289.57
369,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,58.72
370,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,174.05
371,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,269.67
372,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,90.17
373,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,287.17
374,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,118.56
375,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,278.84
376,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,268.08
377,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,68.13
378,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,185.62
379,2019-11,store_197,item_294,170.3,440,5575.98,8695.38,124.22
380,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,178.14
381,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,261.09
382,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,190.64
383,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,217.59
384,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,75.17
385,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,273.18
386,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,136.56
387,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,133.38
388,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,68.48
389,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,146.96
390,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,215.87
391,2019-11,store_459,item_794,98.13,461,2710.61,14199.56,266.14
392,2019-11,store_709,item_794,98.6,476,2762.1,14164.09,178.14
393,2019-11,store_709,item_794,98.6,476,2762.1,14164.09,261.09
394,2019-11,store_709,item_794,98.6,476,2762.1,14164.09,190.64
395,2019-11,store_709,item_794,98.6,476,2762.1,14164.09,217.59
